Data;Banca;Horário ;Premio;Milhar ;Centena;Grupo;Bicho
01/08/2026;PTV;16:30;3º;0298;298;25;Vaca
01/08/2026;PTV;16:30;4º;1191;191;23;Urso
01/08/2026;PTV;16:30;5º;5841;841;11;Cavalo
01/08/2026;Ptn;--:--;1º;8425;425;07;Carneiro
01/08/2026;Ptn;--:--;2º;8859;859;15;Jacaré
01/08/2026;Ptn;--:--;3º;8199;199;25;Vaca
01/08/2026;Ptn;--:--;4º;6472;472;18;Porco
01/08/2026;Ptn;--:--;5º;5088;088;22;Tigre
01/08/2026;CORUJA;21:30;1º;4473;473;19;Pavão
01/08/2026;CORUJA;21:30;2º;9196;196;24;Veado
01/08/2026;CORUJA;21:30;3º;2529;529;08;Camelo
01/08/2026;CORUJA;21:30;4º;9430;430;08;Camelo
01/08/2026;CORUJA;21:30;5º;2343;343;11;Cavalo
02/08/2026;Federal;--:--;1º;3770;770;18;Porco
02/08/2026;Federal;--:--;2º;4465;465;17;Macaco
02/08/2026;Federal;--:--;3º;3867;867;17;Macaco
02/08/2026;Federal;--:--;4º;3192;192;23;Urso
02/08/2026;Federal;--:--;5º;6301;301;01;Avestruz
02/08/2026;Federal;--:--;1º;3770;770;18;Porco
02/08/2026;Federal;--:--;2º;4465;465;17;Macaco
02/08/2026;Federal;--:--;3º;3867;867;17;Macaco
02/08/2026;Federal;--:--;4º;3192;192;23;Urso
02/08/2026;Federal;--:--;5º;6301;301;01;Avestruz
02/08/2026;Federal;--:--;1º;3770;770;18;Porco
02/08/2026;Federal;--:--;2º;4465;465;17;Macaco
02/08/2026;Federal;--:--;3º;3867;867;17;Macaco
02/08/2026;Federal;--:--;4º;3192;192;23;Urso
02/08/2026;Federal;--:--;5º;6301;301;01;Avestruz
02/08/2026;PT;14:30;1º;3690;690;23;Urso
02/08/2026;PT;14:30;2º;0421;421;06;Cabra
02/08/2026;PT;14:30;3º;2969;969;18;Porco
02/08/2026;PT;14:30;4º;9696;696;24;Veado
02/08/2026;PT;14:30;5º;2391;391;23;Urso
02/08/2026;Federal;--:--;1º;3770;770;18;Porco
02/08/2026;Federal;--:--;2º;4465;465;17;Macaco
02/08/2026;Federal;--:--;3º;3867;867;17;Macaco
02/08/2026;Federal;--:--;4º;3192;192;23;Urso
02/08/2026;Federal;--:--;5º;6301;301;01;Avestruz
02/08/2026;PT;14:30;1º;3690;690;23;Urso
02/08/2026;PT;14:30;2º;0421;421;06;Cabra
02/08/2026;PT;14:30;3º;2969;969;18;Porco
02/08/2026;PT;14:30;4º;9696;696;24;Veado
02/08/2026;PT;14:30;5º;2391;391;23;Urso
02/08/2026;PTV;16:30;1º;9681;681;21;Touro
02/08/2026;PTV;16:30;2º;6318;318;05;Cachorro
02/08/2026;PTV;16:30;3º;5603;603;01;Avestruz
02/08/2026;PTV;16:30;4º;4913;913;04;Borboleta
02/08/2026;PTV;16:30;5º;6870;870;18;Porco
02/08/2026;Federal;--:--;1º;3770;770;18;Porco
02/08/2026;Federal;--:--;2º;4465;465;17;Macaco
02/08/2026;Federal;--:--;3º;3867;867;17;Macaco
02/08/2026;Federal;--:--;4º;3192;192;23;Urso
02/08/2026;Federal;--:--;5º;6301;301;01;Avestruz
02/08/2026;PT;14:30;1º;3690;690;23;Urso
02/08/2026;PT;14:30;2º;0421;421;06;Cabra
02/08/2026;PT;14:30;3º;2969;969;18;Porco
02/08/2026;PT;14:30;4º;9696;696;24;Veado
02/08/2026;PT;14:30;5º;2391;391;23;Urso
02/08/2026;PTV;16:30;1º;9681;681;21;Touro
02/08/2026;PTV;16:30;2º;6318;318;05;Cachorro
02/08/2026;PTV;16:30;3º;5603;603;01;Avestruz
02/08/2026;PTV;16:30;4º;4913;913;04;Borboleta
02/08/2026;PTV;16:30;5º;6870;870;18;Porco
02/08/2026;Federal;--:--;1º;3770;770;18;Porco
02/08/2026;Federal;--:--;2º;4465;465;17;Macaco
02/08/2026;Federal;--:--;3º;3867;867;17;Macaco
02/08/2026;Federal;--:--;4º;3192;192;23;Urso
02/08/2026;Federal;--:--;5º;6301;301;01;Avestruz
02/08/2026;PT;14:30;1º;3690;690;23;Urso
02/08/2026;PT;14:30;2º;0421;421;06;Cabra
02/08/2026;PT;14:30;3º;2969;969;18;Porco
02/08/2026;PT;14:30;4º;9696;696;24;Veado
02/08/2026;PT;14:30;5º;2391;391;23;Urso
02/08/2026;PTV;16:30;1º;9681;681;21;Touro
02/08/2026;PTV;16:30;2º;6318;318;05;Cachorro
02/08/2026;PTV;16:30;3º;5603;603;01;Avestruz
02/08/2026;PTV;16:30;4º;4913;913;04;Borboleta
02/08/2026;PTV;16:30;5º;6870;870;18;Porco
02/08/2026;Federal;--:--;1º;3770;770;18;Porco
02/08/2026;Federal;--:--;2º;4465;465;17;Macaco
02/08/2026;Federal;--:--;3º;3867;867;17;Macaco
02/08/2026;Federal;--:--;4º;3192;192;23;Urso
02/08/2026;Federal;--:--;5º;6301;301;01;Avestruz
02/08/2026;PT;14:30;1º;3690;690;23;Urso
02/08/2026;PT;14:30;2º;0421;421;06;Cabra
02/08/2026;PT;14:30;3º;2969;969;18;Porco
02/08/2026;PT;14:30;4º;9696;696;24;Veado
02/08/2026;PT;14:30;5º;2391;391;23;Urso
02/08/2026;PTV;16:30;1º;9681;681;21;Touro
02/08/2026;PTV;16:30;2º;6318;318;05;Cachorro
02/08/2026;PTV;16:30;3º;5603;603;01;Avestruz
02/08/2026;PTV;16:30;4º;4913;913;04;Borboleta
02/08/2026;PTV;16:30;5º;6870;870;18;Porco
02/08/2026;Federal;--:--;1º;3770;770;18;Porco
02/08/2026;Federal;--:--;2º;4465;465;17;Macaco
02/08/2026;Federal;--:--;3º;3867;867;17;Macaco
02/08/2026;Federal;--:--;4º;3192;192;23;Urso
02/08/2026;Federal;--:--;5º;6301;301;01;Avestruz
02/08/2026;PT;14:30;1º;3690;690;23;Urso
02/08/2026;PT;14:30;2º;0421;421;06;Cabra
02/08/2026;PT;14:30;3º;2969;969;18;Porco
02/08/2026;PT;14:30;4º;9696;696;24;Veado
02/08/2026;PT;14:30;5º;2391;391;23;Urso
02/08/2026;PTV;16:30;1º;9681;681;21;Touro
02/08/2026;PTV;16:30;2º;6318;318;05;Cachorro
02/08/2026;PTV;16:30;3º;5603;603;01;Avestruz
02/08/2026;PTV;16:30;4º;4913;913;04;Borboleta
02/08/2026;PTV;16:30;5º;6870;870;18;Porco
03/08/2026;PPT;09:30;1º;6463;463;16;Leão
03/08/2026;PPT;09:30;2º;4359;359;15;Jacaré
03/08/2026;PPT;09:30;3º;7312;312;03;Burro
03/08/2026;PPT;09:30;4º;8842;842;11;Cavalo
03/08/2026;PPT;09:30;5º;4685;685;22;Tigre
03/08/2026;PPT;09:30;1º;6463;463;16;Leão
03/08/2026;PPT;09:30;2º;4359;359;15;Jacaré
03/08/2026;PPT;09:30;3º;7312;312;03;Burro
03/08/2026;PPT;09:30;4º;8842;842;11;Cavalo
03/08/2026;PPT;09:30;5º;4685;685;22;Tigre
03/08/2026;PTM;11:30;1º;8637;637;10;Coelho
03/08/2026;PTM;11:30;2º;4114;114;04;Borboleta
03/08/2026;PTM;11:30;3º;9919;919;05;Cachorro
03/08/2026;PTM;11:30;4º;1244;244;11;Cavalo
03/08/2026;PTM;11:30;5º;5223;223;06;Cabra
03/08/2026;PPT;09:30;1º;6463;463;16;Leão
03/08/2026;PPT;09:30;2º;4359;359;15;Jacaré
03/08/2026;PPT;09:30;3º;7312;312;03;Burro
03/08/2026;PPT;09:30;4º;8842;842;11;Cavalo
03/08/2026;PPT;09:30;5º;4685;685;22;Tigre
03/08/2026;PTM;11:30;1º;8637;637;10;Coelho
03/08/2026;PTM;11:30;2º;4114;114;04;Borboleta
03/08/2026;PTM;11:30;3º;9919;919;05;Cachorro
03/08/2026;PTM;11:30;4º;1244;244;11;Cavalo
03/08/2026;PTM;11:30;5º;5223;223;06;Cabra
03/08/2026;PT;14:30;1º;6382;382;21;Touro
03/08/2026;PT;14:30;2º;1426;426;07;Carneiro
03/08/2026;PT;14:30;3º;9856;856;14;Gato
03/08/2026;PT;14:30;4º;5861;861;16;Leão
03/08/2026;PT;14:30;5º;1079;079;20;Peru
03/08/2026;PPT;09:30;1º;6463;463;16;Leão
03/08/2026;PPT;09:30;2º;4359;359;15;Jacaré
03/08/2026;PPT;09:30;3º;7312;312;03;Burro
03/08/2026;PPT;09:30;4º;8842;842;11;Cavalo
03/08/2026;PPT;09:30;5º;4685;685;22;Tigre
03/08/2026;PTM;11:30;1º;8637;637;10;Coelho
03/08/2026;PTM;11:30;2º;4114;114;04;Borboleta
03/08/2026;PTM;11:30;3º;9919;919;05;Cachorro
03/08/2026;PTM;11:30;4º;1244;244;11;Cavalo
03/08/2026;PTM;11:30;5º;5223;223;06;Cabra
03/08/2026;PT;14:30;1º;6382;382;21;Touro
03/08/2026;PT;14:30;2º;1426;426;07;Carneiro
03/08/2026;PT;14:30;3º;9856;856;14;Gato
03/08/2026;PT;14:30;4º;5861;861;16;Leão
03/08/2026;PT;14:30;5º;1079;079;20;Peru
03/08/2026;PTV;16:30;1º;7164;164;16;Leão
03/08/2026;PTV;16:30;2º;8987;987;22;Tigre
03/08/2026;PTV;16:30;3º;4581;581;21;Touro
03/08/2026;PTV;16:30;4º;2428;428;07;Carneiro
03/08/2026;PTV;16:30;5º;2480;480;20;Peru
03/08/2026;PPT;09:30;1º;6463;463;16;Leão
03/08/2026;PPT;09:30;2º;4359;359;15;Jacaré
03/08/2026;PPT;09:30;3º;7312;312;03;Burro
03/08/2026;PPT;09:30;4º;8842;842;11;Cavalo
03/08/2026;PPT;09:30;5º;4685;685;22;Tigre
03/08/2026;PTM;11:30;1º;8637;637;10;Coelho
03/08/2026;PTM;11:30;2º;4114;114;04;Borboleta
03/08/2026;PTM;11:30;3º;9919;919;05;Cachorro
03/08/2026;PTM;11:30;4º;1244;244;11;Cavalo
03/08/2026;PTM;11:30;5º;5223;223;06;Cabra
03/08/2026;PT;14:30;1º;6382;382;21;Touro
03/08/2026;PT;14:30;2º;1426;426;07;Carneiro
03/08/2026;PT;14:30;3º;9856;856;14;Gato
03/08/2026;PT;14:30;4º;5861;861;16;Leão
03/08/2026;PT;14:30;5º;1079;079;20;Peru
03/08/2026;PTV;16:30;1º;7164;164;16;Leão
03/08/2026;PTV;16:30;2º;8987;987;22;Tigre
03/08/2026;PTV;16:30;3º;4581;581;21;Touro
03/08/2026;PTV;16:30;4º;2428;428;07;Carneiro
03/08/2026;PTV;16:30;5º;2480;480;20;Peru
03/08/2026;Ptn;--:--;1º;2338;338;10;Coelho
03/08/2026;Ptn;--:--;2º;9344;344;11;Cavalo
03/08/2026;Ptn;--:--;3º;8356;356;14;Gato
03/08/2026;Ptn;--:--;4º;2908;908;02;Águia
03/08/2026;Ptn;--:--;5º;6106;106;02;Águia
03/08/2026;PPT;09:30;1º;6463;463;16;Leão
03/08/2026;PPT;09:30;2º;4359;359;15;Jacaré
03/08/2026;PPT;09:30;3º;7312;312;03;Burro
03/08/2026;PPT;09:30;4º;8842;842;11;Cavalo
03/08/2026;PPT;09:30;5º;4685;685;22;Tigre
03/08/2026;PTM;11:30;1º;8637;637;10;Coelho
03/08/2026;PTM;11:30;2º;4114;114;04;Borboleta
03/08/2026;PTM;11:30;3º;9919;919;05;Cachorro
03/08/2026;PTM;11:30;4º;1244;244;11;Cavalo
03/08/2026;PTM;11:30;5º;5223;223;06;Cabra
03/08/2026;PT;14:30;1º;6382;382;21;Touro
03/08/2026;PT;14:30;2º;1426;426;07;Carneiro
03/08/2026;PT;14:30;3º;9856;856;14;Gato
03/08/2026;PT;14:30;4º;5861;861;16;Leão
03/08/2026;PT;14:30;5º;1079;079;20;Peru
03/08/2026;PTV;16:30;1º;7164;164;16;Leão
03/08/2026;PTV;16:30;2º;8987;987;22;Tigre
03/08/2026;PTV;16:30;3º;4581;581;21;Touro
03/08/2026;PTV;16:30;4º;2428;428;07;Carneiro
03/08/2026;PTV;16:30;5º;2480;480;20;Peru
03/08/2026;Ptn;--:--;1º;2338;338;10;Coelho
03/08/2026;Ptn;--:--;2º;9344;344;11;Cavalo
03/08/2026;Ptn;--:--;3º;8356;356;14;Gato
03/08/2026;Ptn;--:--;4º;2908;908;02;Águia
03/08/2026;Ptn;--:--;5º;6106;106;02;Águia
03/08/2026;PPT;09:30;1º;6463;463;16;Leão
03/08/2026;PPT;09:30;2º;4359;359;15;Jacaré
03/08/2026;PPT;09:30;3º;7312;312;03;Burro
03/08/2026;PPT;09:30;4º;8842;842;11;Cavalo
03/08/2026;PPT;09:30;5º;4685;685;22;Tigre
03/08/2026;PTM;11:30;1º;8637;637;10;Coelho
03/08/2026;PTM;11:30;2º;4114;114;04;Borboleta
03/08/2026;PTM;11:30;3º;9919;919;05;Cachorro
03/08/2026;PTM;11:30;4º;1244;244;11;Cavalo
03/08/2026;PTM;11:30;5º;5223;223;06;Cabra
03/08/2026;PT;14:30;1º;6382;382;21;Touro
03/08/2026;PT;14:30;2º;1426;426;07;Carneiro
03/08/2026;PT;14:30;3º;9856;856;14;Gato
03/08/2026;PT;14:30;4º;5861;861;16;Leão
03/08/2026;PT;14:30;5º;1079;079;20;Peru
03/08/2026;PTV;16:30;1º;7164;164;16;Leão
03/08/2026;PTV;16:30;2º;8987;987;22;Tigre
03/08/2026;PTV;16:30;3º;4581;581;21;Touro
03/08/2026;PTV;16:30;4º;2428;428;07;Carneiro
03/08/2026;PTV;16:30;5º;2480;480;20;Peru
03/08/2026;Ptn;--:--;1º;2338;338;10;Coelho
03/08/2026;Ptn;--:--;2º;9344;344;11;Cavalo
03/08/2026;Ptn;--:--;3º;8356;356;14;Gato
03/08/2026;Ptn;--:--;4º;2908;908;02;Águia
03/08/2026;Ptn;--:--;5º;6106;106;02;Águia
04/08/2026;PPT;09:30;1º;0077;077;20;Peru
04/08/2026;PPT;09:30;2º;4502;502;01;Avestruz
04/08/2026;PPT;09:30;3º;3224;224;06;Cabra
04/08/2026;PPT;09:30;4º;0448;448;12;Elefante
04/08/2026;PPT;09:30;5º;1982;982;21;Touro
04/08/2026;PPT;09:30;1º;0077;077;20;Peru
04/08/2026;PPT;09:30;2º;4502;502;01;Avestruz
04/08/2026;PPT;09:30;3º;3224;224;06;Cabra
04/08/2026;PPT;09:30;4º;0448;448;12;Elefante
04/08/2026;PPT;09:30;5º;1982;982;21;Touro
04/08/2026;PTM;11:30;1º;5904;904;01;Avestruz
04/08/2026;PTM;11:30;2º;0513;513;04;Borboleta
04/08/2026;PTM;11:30;3º;6872;872;18;Porco
04/08/2026;PTM;11:30;4º;6228;228;07;Carneiro
04/08/2026;PTM;11:30;5º;8573;573;19;Pavão
04/08/2026;PPT;09:30;1º;0077;077;20;Peru
04/08/2026;PPT;09:30;2º;4502;502;01;Avestruz
04/08/2026;PPT;09:30;3º;3224;224;06;Cabra
04/08/2026;PPT;09:30;4º;0448;448;12;Elefante
04/08/2026;PPT;09:30;5º;1982;982;21;Touro
04/08/2026;PTM;11:30;1º;5904;904;01;Avestruz
04/08/2026;PTM;11:30;2º;0513;513;04;Borboleta
04/08/2026;PTM;11:30;3º;6872;872;18;Porco
04/08/2026;PTM;11:30;4º;6228;228;07;Carneiro
04/08/2026;PTM;11:30;5º;8573;573;19;Pavão
04/08/2026;PT;14:30;1º;9643;643;11;Cavalo
04/08/2026;PT;14:30;2º;8475;475;19;Pavão
04/08/2026;PT;14:30;3º;9718;718;05;Cachorro
04/08/2026;PT;14:30;4º;2385;385;22;Tigre
04/08/2026;PT;14:30;5º;1453;453;14;Gato
04/08/2026;PPT;09:30;1º;0077;077;20;Peru
04/08/2026;PPT;09:30;2º;4502;502;01;Avestruz
04/08/2026;PPT;09:30;3º;3224;224;06;Cabra
04/08/2026;PPT;09:30;4º;0448;448;12;Elefante
04/08/2026;PPT;09:30;5º;1982;982;21;Touro
04/08/2026;PTM;11:30;1º;5904;904;01;Avestruz
04/08/2026;PTM;11:30;2º;0513;513;04;Borboleta
04/08/2026;PTM;11:30;3º;6872;872;18;Porco
04/08/2026;PTM;11:30;4º;6228;228;07;Carneiro
04/08/2026;PTM;11:30;5º;8573;573;19;Pavão
04/08/2026;PT;14:30;1º;9643;643;11;Cavalo
04/08/2026;PT;14:30;2º;8475;475;19;Pavão
04/08/2026;PT;14:30;3º;9718;718;05;Cachorro
04/08/2026;PT;14:30;4º;2385;385;22;Tigre
04/08/2026;PT;14:30;5º;1453;453;14;Gato
04/08/2026;PTV;16:30;1º;5286;286;22;Tigre
04/08/2026;PTV;16:30;2º;9266;266;17;Macaco
04/08/2026;PTV;16:30;3º;2461;461;16;Leão
04/08/2026;PTV;16:30;4º;3028;028;07;Carneiro
04/08/2026;PTV;16:30;5º;7357;357;15;Jacaré
04/08/2026;PPT;09:30;1º;0077;077;20;Peru
04/08/2026;PPT;09:30;2º;4502;502;01;Avestruz
04/08/2026;PPT;09:30;3º;3224;224;06;Cabra
04/08/2026;PPT;09:30;4º;0448;448;12;Elefante
04/08/2026;PPT;09:30;5º;1982;982;21;Touro
04/08/2026;PTM;11:30;1º;5904;904;01;Avestruz
04/08/2026;PTM;11:30;2º;0513;513;04;Borboleta
04/08/2026;PTM;11:30;3º;6872;872;18;Porco
04/08/2026;PTM;11:30;4º;6228;228;07;Carneiro
04/08/2026;PTM;11:30;5º;8573;573;19;Pavão
04/08/2026;PT;14:30;1º;9643;643;11;Cavalo
04/08/2026;PT;14:30;2º;8475;475;19;Pavão
04/08/2026;PT;14:30;3º;9718;718;05;Cachorro
04/08/2026;PT;14:30;4º;2385;385;22;Tigre
04/08/2026;PT;14:30;5º;1453;453;14;Gato
04/08/2026;PTV;16:30;1º;5286;286;22;Tigre
04/08/2026;PTV;16:30;2º;9266;266;17;Macaco
04/08/2026;PTV;16:30;3º;2461;461;16;Leão
04/08/2026;PTV;16:30;4º;3028;028;07;Carneiro
04/08/2026;PTV;16:30;5º;7357;357;15;Jacaré
04/08/2026;Ptn;--:--;1º;9435;435;09;Cobra
04/08/2026;Ptn;--:--;2º;2306;306;02;Águia
04/08/2026;Ptn;--:--;3º;0714;714;04;Borboleta
04/08/2026;Ptn;--:--;4º;7703;703;01;Avestruz
04/08/2026;Ptn;--:--;5º;7217;217;05;Cachorro
04/08/2026;PPT;09:30;1º;0077;077;20;Peru
04/08/2026;PPT;09:30;2º;4502;502;01;Avestruz
04/08/2026;PPT;09:30;3º;3224;224;06;Cabra
04/08/2026;PPT;09:30;4º;0448;448;12;Elefante
04/08/2026;PPT;09:30;5º;1982;982;21;Touro
04/08/2026;PTM;11:30;1º;5904;904;01;Avestruz
04/08/2026;PTM;11:30;2º;0513;513;04;Borboleta
04/08/2026;PTM;11:30;3º;6872;872;18;Porco
04/08/2026;PTM;11:30;4º;6228;228;07;Carneiro
04/08/2026;PTM;11:30;5º;8573;573;19;Pavão
04/08/2026;PT;14:30;1º;9643;643;11;Cavalo
04/08/2026;PT;14:30;2º;8475;475;19;Pavão
04/08/2026;PT;14:30;3º;9718;718;05;Cachorro
04/08/2026;PT;14:30;4º;2385;385;22;Tigre
04/08/2026;PT;14:30;5º;1453;453;14;Gato
04/08/2026;PTV;16:30;1º;5286;286;22;Tigre
04/08/2026;PTV;16:30;2º;9266;266;17;Macaco
04/08/2026;PTV;16:30;3º;2461;461;16;Leão
04/08/2026;PTV;16:30;4º;3028;028;07;Carneiro
04/08/2026;PTV;16:30;5º;7357;357;15;Jacaré
04/08/2026;Ptn;--:--;1º;9435;435;09;Cobra
04/08/2026;Ptn;--:--;2º;2306;306;02;Águia
04/08/2026;Ptn;--:--;3º;0714;714;04;Borboleta
04/08/2026;Ptn;--:--;4º;7703;703;01;Avestruz
04/08/2026;Ptn;--:--;5º;7217;217;05;Cachorro
04/08/2026;PPT;09:30;1º;0077;077;20;Peru
04/08/2026;PPT;09:30;2º;4502;502;01;Avestruz
04/08/2026;PPT;09:30;3º;3224;224;06;Cabra
04/08/2026;PPT;09:30;4º;0448;448;12;Elefante
04/08/2026;PPT;09:30;5º;1982;982;21;Touro
04/08/2026;PTM;11:30;1º;5904;904;01;Avestruz
04/08/2026;PTM;11:30;2º;0513;513;04;Borboleta
04/08/2026;PTM;11:30;3º;6872;872;18;Porco
04/08/2026;PTM;11:30;4º;6228;228;07;Carneiro
04/08/2026;PTM;11:30;5º;8573;573;19;Pavão
04/08/2026;PT;14:30;1º;9643;643;11;Cavalo
04/08/2026;PT;14:30;2º;8475;475;19;Pavão
04/08/2026;PT;14:30;3º;9718;718;05;Cachorro
04/08/2026;PT;14:30;4º;2385;385;22;Tigre
04/08/2026;PT;14:30;5º;1453;453;14;Gato
04/08/2026;PTV;16:30;1º;5286;286;22;Tigre
04/08/2026;PTV;16:30;2º;9266;266;17;Macaco
04/08/2026;PTV;16:30;3º;2461;461;16;Leão
04/08/2026;PTV;16:30;4º;3028;028;07;Carneiro
04/08/2026;PTV;16:30;5º;7357;357;15;Jacaré
04/08/2026;Ptn;--:--;1º;9435;435;09;Cobra
04/08/2026;Ptn;--:--;2º;2306;306;02;Águia
04/08/2026;Ptn;--:--;3º;0714;714;04;Borboleta
04/08/2026;Ptn;--:--;4º;7703;703;01;Avestruz
04/08/2026;Ptn;--:--;5º;7217;217;05;Cachorro
04/08/2026;CORUJA;21:30;1º;3808;808;02;Águia
04/08/2026;CORUJA;21:30;2º;9389;389;23;Urso
04/08/2026;CORUJA;21:30;3º;0409;409;03;Burro
04/08/2026;CORUJA;21:30;4º;2587;587;22;Tigre
04/08/2026;CORUJA;21:30;5º;6889;889;23;Urso
05/08/2026;PPT;09:30;1º;1061;061;16;Leão
05/08/2026;PPT;09:30;2º;7922;922;06;Cabra
05/08/2026;PPT;09:30;3º;5736;736;09;Cobra
05/08/2026;PPT;09:30;4º;3669;669;18;Porco
05/08/2026;PPT;09:30;5º;9971;971;18;Porco
05/08/2026;PPT;09:30;1º;1061;061;16;Leão
05/08/2026;PPT;09:30;2º;7922;922;06;Cabra
05/08/2026;PPT;09:30;3º;5736;736;09;Cobra
05/08/2026;PPT;09:30;4º;3669;669;18;Porco
05/08/2026;PPT;09:30;5º;9971;971;18;Porco
05/08/2026;PTM;11:30;1º;6293;293;24;Veado
05/08/2026;PTM;11:30;2º;0645;645;12;Elefante
05/08/2026;PTM;11:30;3º;8571;571;18;Porco
05/08/2026;PTM;11:30;4º;6875;875;19;Pavão
05/08/2026;PTM;11:30;5º;9004;004;01;Avestruz
05/08/2026;PPT;09:30;1º;1061;061;16;Leão
05/08/2026;PPT;09:30;2º;7922;922;06;Cabra
05/08/2026;PPT;09:30;3º;5736;736;09;Cobra
05/08/2026;PPT;09:30;4º;3669;669;18;Porco
05/08/2026;PPT;09:30;5º;9971;971;18;Porco
05/08/2026;PTM;11:30;1º;6293;293;24;Veado
05/08/2026;PTM;11:30;2º;0645;645;12;Elefante
05/08/2026;PTM;11:30;3º;8571;571;18;Porco
05/08/2026;PTM;11:30;4º;6875;875;19;Pavão
05/08/2026;PTM;11:30;5º;9004;004;01;Avestruz
05/08/2026;PT;14:30;1º;3021;021;06;Cabra
05/08/2026;PT;14:30;2º;3483;483;21;Touro
05/08/2026;PT;14:30;3º;4631;631;08;Camelo
05/08/2026;PT;14:30;4º;4253;253;14;Gato
05/08/2026;PT;14:30;5º;6454;454;14;Gato
05/08/2026;PPT;09:30;1º;1061;061;16;Leão
05/08/2026;PPT;09:30;2º;7922;922;06;Cabra
05/08/2026;PPT;09:30;3º;5736;736;09;Cobra
05/08/2026;PPT;09:30;4º;3669;669;18;Porco
05/08/2026;PPT;09:30;5º;9971;971;18;Porco
05/08/2026;PTM;11:30;1º;6293;293;24;Veado
05/08/2026;PTM;11:30;2º;0645;645;12;Elefante
05/08/2026;PTM;11:30;3º;8571;571;18;Porco
05/08/2026;PTM;11:30;4º;6875;875;19;Pavão
05/08/2026;PTM;11:30;5º;9004;004;01;Avestruz
05/08/2026;PT;14:30;1º;3021;021;06;Cabra
05/08/2026;PT;14:30;2º;3483;483;21;Touro
05/08/2026;PT;14:30;3º;4631;631;08;Camelo
05/08/2026;PT;14:30;4º;4253;253;14;Gato
05/08/2026;PT;14:30;5º;6454;454;14;Gato
05/08/2026;PTV;16:30;1º;0841;841;11;Cavalo
05/08/2026;PTV;16:30;2º;4855;855;14;Gato
05/08/2026;PTV;16:30;3º;4331;331;08;Camelo
05/08/2026;PTV;16:30;4º;1594;594;24;Veado
05/08/2026;PTV;16:30;5º;5333;333;09;Cobra
05/08/2026;PPT;09:30;1º;1061;061;16;Leão
05/08/2026;PPT;09:30;2º;7922;922;06;Cabra
05/08/2026;PPT;09:30;3º;5736;736;09;Cobra
05/08/2026;PPT;09:30;4º;3669;669;18;Porco
05/08/2026;PPT;09:30;5º;9971;971;18;Porco
05/08/2026;PTM;11:30;1º;6293;293;24;Veado
05/08/2026;PTM;11:30;2º;0645;645;12;Elefante
05/08/2026;PTM;11:30;3º;8571;571;18;Porco
05/08/2026;PTM;11:30;4º;6875;875;19;Pavão
05/08/2026;PTM;11:30;5º;9004;004;01;Avestruz
05/08/2026;PT;14:30;1º;3021;021;06;Cabra
05/08/2026;PT;14:30;2º;3483;483;21;Touro
05/08/2026;PT;14:30;3º;4631;631;08;Camelo
05/08/2026;PT;14:30;4º;4253;253;14;Gato
05/08/2026;PT;14:30;5º;6454;454;14;Gato
05/08/2026;PTV;16:30;1º;0841;841;11;Cavalo
05/08/2026;PTV;16:30;2º;4855;855;14;Gato
05/08/2026;PTV;16:30;3º;4331;331;08;Camelo
05/08/2026;PTV;16:30;4º;1594;594;24;Veado
05/08/2026;PTV;16:30;5º;5333;333;09;Cobra
05/08/2026;PPT;09:30;1º;1061;061;16;Leão
05/08/2026;PPT;09:30;2º;7922;922;06;Cabra
05/08/2026;PPT;09:30;3º;5736;736;09;Cobra
05/08/2026;PPT;09:30;4º;3669;669;18;Porco
05/08/2026;PPT;09:30;5º;9971;971;18;Porco
05/08/2026;PTM;11:30;1º;6293;293;24;Veado
05/08/2026;PTM;11:30;2º;0645;645;12;Elefante
05/08/2026;PTM;11:30;3º;8571;571;18;Porco
05/08/2026;PTM;11:30;4º;6875;875;19;Pavão
05/08/2026;PTM;11:30;5º;9004;004;01;Avestruz
05/08/2026;PT;14:30;1º;3021;021;06;Cabra
05/08/2026;PT;14:30;2º;3483;483;21;Touro
05/08/2026;PT;14:30;3º;4631;631;08;Camelo
05/08/2026;PT;14:30;4º;4253;253;14;Gato
05/08/2026;PT;14:30;5º;6454;454;14;Gato
05/08/2026;PTV;16:30;1º;0841;841;11;Cavalo
05/08/2026;PTV;16:30;2º;4855;855;14;Gato
05/08/2026;PTV;16:30;3º;4331;331;08;Camelo
05/08/2026;PTV;16:30;4º;1594;594;24;Veado
05/08/2026;PTV;16:30;5º;5333;333;09;Cobra
05/08/2026;PPT;09:30;1º;1061;061;16;Leão
05/08/2026;PPT;09:30;2º;7922;922;06;Cabra
05/08/2026;PPT;09:30;3º;5736;736;09;Cobra
05/08/2026;PPT;09:30;4º;3669;669;18;Porco
05/08/2026;PPT;09:30;5º;9971;971;18;Porco
05/08/2026;PTM;11:30;1º;6293;293;24;Veado
05/08/2026;PTM;11:30;2º;0645;645;12;Elefante
05/08/2026;PTM;11:30;3º;8571;571;18;Porco
05/08/2026;PTM;11:30;4º;6875;875;19;Pavão
05/08/2026;PTM;11:30;5º;9004;004;01;Avestruz
05/08/2026;PT;14:30;1º;3021;021;06;Cabra
05/08/2026;PT;14:30;2º;3483;483;21;Touro
05/08/2026;PT;14:30;3º;4631;631;08;Camelo
05/08/2026;PT;14:30;4º;4253;253;14;Gato
05/08/2026;PT;14:30;5º;6454;454;14;Gato
05/08/2026;PTV;16:30;1º;0841;841;11;Cavalo
